video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"jS6Nn9sHY7M","전남편의 재혼소식을 들었을 당시, 서정희가 들었던 기분 | 밥은먹고다니냐?","2020-05-18T14:00:20Z","UC4nEQI74rZkFKlUSwi0ur4A","김수미의 밥은 먹고 다니냐?","24","20.20.05","SBSPLUS|SBS|SBS플러스|예능|힐링|김수미의밥은먹고다니냐|밥은먹고다니냐|밥은먹고다니냐김수미|김수미|밥은먹고다니냐서정희|밥은먹고다니냐서세원|서정희서세원|서정희이혼|서세원재혼|서정희서세원이혼|서정희|서세원|서동주|밥은먹고다니냐다시보기|이진호|윤정수|최희","494883","3114","236","562","https://i.ytimg.com/vi/jS6Nn9sHY7M/default.jpg","False","False","밥은 먹고 다니냐? 구독하기 ☞ http://bit.ly/2MF7cRW이 가정만 지킬 수 있다면남편에게 바람 피워도 괜찮다 라고 했던 서정희결국...가정이 깨지고 힘들었던 서정희[밥은 먹고 다니냐?]매주 월요일 밤 10시 SBS PLUS출연 : 김수미, 윤정수, 이진호, 최희▶[밥은 먹고 다니냐?] 공식 홈페이지https://programs.sbs.co.kr/plus/doyoueat▶SBS Plus 인스타그램https://www.instagram.com/sbs_plus/#밥은먹고다니냐 #서정희 #김수미"
"A1L6IEYVXSg","안녕하세요 철구입니다. 드디어 전역했습니다...","2020-05-16T03:09:28Z","UCUY0FVprY69TQu5pbho2PNw","철구형 (CHULTUBE)","23","20.20.05","철구|BJ철구|아프리카철구|afreecaTV|아프리카TV|BJ|비제이|인터넷방송|인터넷방송BJ유머방송|개그방송|유머영상|개그영상|게임영상|게임방송|꿀잼|웃긴영상|웃긴방송","2709572","54667","14758","15421","https://i.ytimg.com/vi/A1L6IEYVXSg/default.jpg","False","False","▶구독+좋아요+공유! 앙♥기모띠철구 유튜브 ▶  http://goo.gl/ewip1K철구 아프리카 ▶  http://Afreecatv.com/y1026철구 페이스북 ▶ http://goo.gl/4DC1hG지혜 유튜브 ▶  http://goo.gl/AYZPOl지혜 아프리카 ▶  http://Afreecatv.com/xwx1541지혜 인스타 ▶ http://goo.gl/xrWZmi"
"F456yYttFG8","#불후의명곡 예습 영상! '영탁&영웅'이 선택한 곡은??! 새로운 전설이 부를 전설들의 노래!","2020-05-19T05:10:46Z","UC3Gtk0sWC1NaN5PYW_hbcjg","대한민국 트로트","10","20.20.05","전주MBC|한옥마을|MBC|가수|가요|트로트|트롯|미스트롯|미스터트롯|행사|라디오|공연|노래|장윤정|송가인|트로트 인기순위|trot|남자트로트|트로트 노래모음|가요베스트|가요무대|가요쇼|탑10쇼|탑탠쇼|트로트 남자가수|트로트 여자가수|성인가요|탑텐쇼|국민의뽕짝|https://www.youtube.com/watch?v=zyO7k1NjbKI|https://www.youtube.com/watch?v=Bo7NjfFcTEE|https://www.youtube.com/channel/UC6c5iDSFnBI49qpSGJJ0VLg|진해성|신유|김수찬|임영웅|영탁|불후의 명곡|나훈아|진미령|미운 사랑|영영|영탁불쑥티비|https://www.youtube.com/watch?v=nlOsoddC5NI|불후의 명곡 예고|불후의 명곡 미스터 트롯|막걸리 한 잔|영탁 막걸리|추억으로 가는 당신|니가 왜 거기서 나와|임영웅 마법의 성|임영웅 어느 노부부|바램","167998","4088","159","480","https://i.ytimg.com/vi/F456yYttFG8/default.jpg","False","False",""
"8UWFQDc3J7M","IZ*ONE CHU [Teaser] '앚즈대 12간지 캠퍼스 여신의 강림!' 아이즈원츄-환상캠퍼스 6/3 (수) 저녁 7시 첫방송 200603 EP.10","2020-05-20T03:00:03Z","UCepUWUpH45hRTi-QePdq1Bg","Mnet Official","24","20.20.05","아이즈원츄|IZONECHU|아이즈원츄환상캠퍼스|아이즈원|IZONE|장원영|미야와키사쿠라|조유리|최예나|안유진|야부키나코|권은비|강혜원|혼다히토미|김채원|김민주|이채연|위즈원|WIZONE","75875","9987","47","1140","https://i.ytimg.com/vi/8UWFQDc3J7M/default.jpg","False","False","[Teaser] 앚즈대 12간지 캠퍼스 여신의 강림! ＜아이즈원츄-환상캠퍼스＞ 6/3 (수) 저녁 7시 첫방송앚즈대 12간지 캠퍼스 여신의 강림! 평균 나이 20.8세! 스무 살을 맞은 아이즈원, 동갑내기 대학생이 되다!앚즈대 여신캠퍼스 안구복지학과의 앚망진창 전공 수업은 물론2020년 봄을 잃어버린 청춘들을 위한 특별한 응원까지!12간지 캠퍼스 여신! 그녀들의 빛나는 스무살의 기록이 펼쳐진다.------------------------------------아이즈원츄-환상캠퍼스6월 3일 수요일 저녁 7시 첫방송------------------------------------------------------------------------------------------------------ ▶[Mnet] 구독 http://www.youtube.com/channel/UCepUWUpH45hRTi-QePdq1Bg?sub_confirmation=1 ▶[아이즈원 츄(IZ*ONE CHU)] 지금 뜨는 동영상 : http://www.tving.com/smr/vod/player/P/C01_B120180991?from=youtube ▶[Mnet] 라이브 : http://www.tving.com/live/player/C00579------------------------------------------------------------------ #아이즈원츄#IZONECHU#아이즈원츄환상캠퍼스#아이즈원#IZONE#장원영#미야와키사쿠라#조유리#최예나#안유진#야부키나코#권은비#강혜원#혼다히토미#김채원#김민주#이채연#위즈원#WIZONE"
"m6vhFezizYA","[인간극장] 트롯 천재 정동원의 셀프 헤어스타일링","2020-05-19T04:44:18Z","UCDdtq91zPKK6urACRvsX4Mg","케비넷 [KBS청주]","24","20.20.05","미스터트롯|인간극장 정동원|정동원 인간극장|트로트신동|정동원 여백|정동원","248238","4070","112","250","https://i.ytimg.com/vi/m6vhFezizYA/default.jpg","False","False","💕충북 괴산군 홍보대사 정동원 💕     자랑스런 충북 사랑해요 충북노래도 수준급 헤어 스타일링도 수준급!못하는게 없는 트롯천재 정동원"
"5PyAhnZ-shY","안녕하세요. 울산큰고래 박성주입니다.","2020-05-19T06:46:49Z","UCIchCOLwLBMD87quHlNuXjQ","울산큰고래 박성주","22","20.20.05","울산큰고래|울큰고|큰고래|고래|UBW|ULSANBIGWHALE|GTA5|실험|일상|브이로그|먹방|몰래카메라|몰카","265449","10196","645","4767","https://i.ytimg.com/vi/5PyAhnZ-shY/default.jpg","False","False",""
"-ExnsMhZkyU","90분안에 다먹으면 400만원을 준다구요? $3500 맥도날드 챌린지 Korean mukbang eating show","2020-05-19T12:25:15Z","UCfpaSruWW3S4dibonKXENjA","tzuyang쯔양","22","20.20.05","大食い|real sound|리얼사운드|social eating|吃播|big eater|challenge|McDonalds|DESTROYED|푸드파이터|Could you Eat this in 90mins|먹방|Trevor donovan|도전먹방","907884","18590","374","1981","https://i.ytimg.com/vi/-ExnsMhZkyU/default.jpg","False","False","아프리카 방송국 주소 → http://afreecatv.com/ss7169오시면 생방송과 무편집본 동영상을 보실수 있습니다^^*뷰티관련 협찬(화장품, 성형외과, 피부과 등) 및 다이어트 제품군 협찬(약,보조제)은 일절 진행하지 않고 있습니다. 이 부분 양해 부탁드립니다메일 :  partner@moon-rabbit.co.kr홈페이지 문의처: http://moon-rabbit.co.kr/해당 영상의 저작권은 주식회사 문래빗에 귀속되어 있으며 해당 영상을 영리목적으로 사용시 제재를 받을 수 있습니다. 또한 비영리 목적으로 사용시 반드시 출처를 남겨주시기 바랍니다."
"gZTjH8fQyy8","ENG] [몰카] 머리 망쳐 빡친 손님이 미용사 머리를 조진다면?!ㅋㅋㅋㅋㅋ미녀분들 리액션 레게노ㅋㅋㅋ - [동네놈들]","2020-05-17T10:30:03Z","UCIuFnJrRwHEUcIVtozJnUGA","동네놈들","23","20.20.05","관찰|관찰카메라|실험|실험카메라|prank|prankcam|prankcamera|prankvideo|prankgag|prankgags|gag|gags|fun|funny|funvideo|enjoy|개그|개그맨|개그우먼|여사친|미녀|웃참|웃긴영상|웃긴유튜버|재밌는영상|재밌는유튜버|역대급|레전드|리액션|레게노|미용실|미용|컷트|헤어|hair|cut|동네놈들|eng|engsub|헤어스타일|정재형|최부기|안진호|yt:cc=on|낄낄상회|수상한녀석들|욜로코믹스|킹기훈|보물섬|더블비|동네애들|장난|joke|hidden","814742","14166","728","1408","https://i.ytimg.com/vi/gZTjH8fQyy8/default.jpg","False","False","❤️촬영에 장소 제공을 해주신 '마끼에 타워팰리스점' 감사합니다 ❤️강남구 도곡동 467-24 우성캐릭터199 오피스텔 1층 120호🔥 구독 & 좋아요 & 알림설정 Click?!?! oh yeah!!!! 🔥💥동네놈들 페이스북💥 https://www.facebook.com/videodnnd💥동네놈들 공식 인스타그램💥 https://www.instagram.com/hoodboyz_dnnd💥동네놈들 공식 TIKTOK💥https://vt.tiktok.com/r6rtc9/🤡 개그맨 안진호 🤡 https://www.instagram.com/_zin_ho_🤡 개그맨 최부기🤡 https://www.instagram.com/choi_boogie🤡 개그맨 정재형 🤡https://www.instagram.com/star.jjj#몰카 #몰래카메라 #동네놈들 #小区小家伙 #prank #prankcam #미용실 #hair"
"cQHxDYJ4Ek0","너를 포기하기로 한 날 [일진에게 찍혔을 때2] EP14 | 일찍2 | ENG SUB","2020-05-19T09:00:25Z","UCybPxZoFDPR1qbN04daAc2g","콬TV","24","20.20.05","콬TV|웹드라마|웹드|일찍|일진에게찍혔을때|좋맛탱|7일만로맨스|오피스워치|사먼의가|일찍2|지현호|김연두|강율|이은재|강아훈|금동현|프듀|프듀X|엑스원|미연시|하이틴|서주호|류설","676343","21372","334","7543","https://i.ytimg.com/vi/cQHxDYJ4Ek0/default.jpg","False","False","다른 남자와 있는 전여친이 신경쓰인다15:35 유나가 드디어 알았어!!!!! 백씨 땡큐![일진에게 찍혔을 때2] EP14#일찍2 #지현호 #김연두 #최승현 #강아훈 #윤아라 [원작] 데이세븐 : 일진에게 찍혔을 때골든차일드 - Love Shaker (Sung by Y, 승민, 주찬)💙다음 화를 먼저 볼 수 있는 VLIVE 👉🏻 https://bit.ly/BM2_15-구독, 알림 설정해두면 콬드라마 빠르게 볼 수 있대요 ✍️콬TV 구독하기 👉 http://bit.ly/KOK_Subscribe-V Live ❤️ http://bit.ly/KOK_vliveNaver TV 🧡 http://bit.ly/KOK_navertvFacebook 💛 http://bit.ly/KOK_facebookInstagram 💚 http://bit.ly/KOK_insta일진 원작 시즌3 오픈! 👉🏻https://go.onelink.me/IBsC/54d19c33웹드 일찍2와 함께 즐기기 딱 좋은! 일진 시리즈 게임의 최신작 [일진에게 빠졌을 때 시즌3]지금 '스토리픽'에서 일진이들의 1:1 프라이빗한 사생활을 공략하세요♥"
"XJSXTToqm7s","학교에 어장남이 살고있어요;;; [사연툰]","2020-05-19T07:05:58Z","UC5D5VhXj_9JWr3IskPYOEdA","오늘의 영상툰","1","20.20.05","오늘의 영상툰|오썰|사연툰|영상툰|어장관리|어장남|어장녀|바람둥이","124555","3831","49","490","https://i.ytimg.com/vi/XJSXTToqm7s/default.jpg","False","False","익명님이 보내주신 사연입니다. 영상제작을 의해 사연을 조금 각색하였습니다! 🦄 오늘의 영상툰 구독하기 → https://bit.ly/2NqVyXQ🦄 사연보내는 곳 → http://bitly.kr/3xHrhf#사연툰 #어장관리"
"AX9OS2LKeCQ","짐승 X끼가 그린 동물의 숲","2020-05-19T05:33:06Z","UCFqvKeEMGrJfJPEOafy1v4Q","레바스튜디오","24","20.20.05","레바|레자바지|스트리머|트위치|레바툰|이승권|레바하이라이트|던전속사정|꽃게소녀","354401","8664","331","2352","https://i.ytimg.com/vi/AX9OS2LKeCQ/default.jpg","False","False","타스트리머 방송에서는 예의를 지켜주시기 바랍니다!--------레바의 트위치채널 : https://www.twitch.tv/mister903레바툰 보러가기 : https://www.lezhin.com/ko/comic/revatoon레바의 팬카페 : https://cafe.naver.com/19920709reva--------Track: Axollo - Burn It [NCS Release]Music provided by NoCopyrightSounds.Watch: https://youtu.be/0ApCDO_WquIFree Download / Stream: http://ncs.io/BurnItYO#레바 #던전_속_사정 #동물의숲"
