video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"RZouA0pQ-Ig","[모두의마블X짤툰] 본격 3:3 캐슬파이터","2020-05-16T11:24:18Z","UCc5al0BciX358Rg9YXk1LBg","모두의마블 TV","20","20.18.05","넷마블|넷마블게임즈|netmarble|netmarble games|모두의마블|모두의 마블|모마|modoomarble|modoo marble|모마TV","323709","2917","126","714","https://i.ytimg.com/vi/RZouA0pQ-Ig/default.jpg","False","False","이 만화는 모마로 웃겨 드립니다.업데이트 기념 접속만해도 6천 다이아 !▼모마TV 구독자님들을 위한 빵빵한 이벤트 진행 중▼**하나*▶ 데니스의 사생활, 모마 핫타임, 모마x짤툰 영상 시청 인증하고 에어팟PRO, 치킨, 다이아 받자! 이벤트 참여는 moma-tv.com으로 고고씽~♬*둘*▶ 구독자 20만명 타이밍을 잡아라 - ! 아이폰 PRO11을 얻을 절호의 기회!*셋*▶ 모두의마블 페이스북 이벤트 게시글에 좋아요 & 댓글 남기면 다이아 그리고 원하는 S+행운템을 얻을 수 있는 찬스!*넷*▶ 모마TV 영상 인증 선물 코드 입력하면 다이아 100% 당첨! 최대 1,000다이아 가져가세요~오늘의 시청 인증 선물 코드는 [SATZZALTOON16] 입니다! 2020/5/31 23:59 까지 입력 가능!자세한 내용은 공식카페 공지를 참고해주세요 (https://cafe.naver.com/momakakao/12300483)#인기영상 12위 #모두의마블 #짤툰 #짤태식 #업데이트 #모두의마블신규맵 #신규맵"
"-4Xvd31MNXg","세계 유일 수행하는 딜러 🙏마더 효레사🙏 이효리에게 칼 갈고 찾아간 無전성기 명수 | 무한도전⏱오분순삭","2020-05-16T08:30:00Z","UC9idb-NIhZrI6wkPesc3MUg","오분순삭","24","20.18.05","이효리|박명수|하하|유재석|정형돈|정준하|무한도전|레전드|제주도|놀면뭐하니","725192","5293","176","564","https://i.ytimg.com/vi/-4Xvd31MNXg/default.jpg","False","False","효리 제일 잘 나갔을 때명수형 제일 못 나갔거든..#오분순삭 #무한도전 #효리와함께춤을 #이효리*무한도전 다시 보기 ✔ WAVVE : https://www.wavve.com/player/vod.html?page=1&programid=M_1000786100000100000✔ iMBC : http://playvod.imbc.com/Vod/VodPlay?broadcastId=1000786100000100000✔ 카카오페이지(2006년~2015년) : https://page.kakao.com/home?seriesId=52717733(2015년~2018년) : https://page.kakao.com/home?seriesId=51222860✔ 네이버시리즈 (pc) : https://series.naver.com/broadcasting/detail.nhn?productNo=442717(moblie) : https://series.naver.com/broadcasting/detail.nhn?productNo=515199✔ 왓챠플레이 : https://play.watcha.net/search?q=%EB%AC%B4%ED%95%9C%EB%8F%84%EC%A0%84 ✔ 곰TV : http://www.gomtv.com/622537"
"jLlwAZAFGHY","모두가 울었다! 결국 돌아오지 못한 남편, 5.18 민주화운동 당시 억울하게 희생된 남편의 이야기를 편지를 통해 전달한 아내, 그리고 가수 김필의 노래(김광진의 편지)","2020-05-18T03:48:42Z","UCIMOytYIzaUpoAM2bpT4JZQ","KTV국민방송","25","20.18.05","518|광주민주화운동|518피해자|전두환|광주시민|광주운동|민주화운동|민주운동|시민운동|518역사","79027","5756","94","435","https://i.ytimg.com/vi/jLlwAZAFGHY/default.jpg","False","False","2020년 5월 18일.제40주년 5.18 민주화운동 기념식이 진행되었습니다.옛 전남도청 앞에서 열린 이날 기념식에서남편이 5.18 민주화운동 당시 억울하게 희생되어자녀를 홀로 키워오신 아내 최정희님이 직접 편지를 낭독해 참석자들의 눈물을 자아냈습니다.편지 낭독후 연단에서 내려오는 최정희님을 안아드리며 위로를 전한 문재인 대통령의 모습이 화면에 비춰지지도 했는데요이어 김광진의 '편지'를 노래한 김필의 목소리에더욱 먹먹해지는 순간이었습니다.편지 낭독 및 김필의 노래문워크 플러스에서 다시 전해드립니다#최정희님 #김필 #민주화운동"
"viORuvoko6s","꼰대의 역사 : '라떼는 말이야~'와 '이 말이야~'는 어디서 나온 말일까?","2020-05-16T09:00:17Z","UCuh6Br1vzgo1LivYgKvno5Q","아이템의 인벤토리","27","20.18.05","아이템|아이템의인벤토리|드립|유래|어디서|꼰대|라떼|이말이야|나때는말이야|Latteishorse","367798","9720","269","3164","https://i.ytimg.com/vi/viORuvoko6s/default.jpg","False","False","일흔 일곱 번째로 알아볼 것은 '꼰대의 역사'입니다,,,,이말이야,,,,허리펴고,,,똑바로,,,앉아서들,,,들어라,,,,젊은,,,것들이,,,,버르장머리,,,없이,,,,어디,,,누워서봐~!!?@?#나때는 #말이야BGM 정보 ::Track: RetroVision - Campfire [NCS Release]Music provided by NoCopyrightSounds.Watch: https://youtu.be/geOGWGe0aB8Free Download / Stream: http://ncs.io/CampfireYO"
"LvM3bfYtiP8","네이버 실검에 올랐습니다;;;","2020-05-17T12:24:21Z","UC2MgNh831KCMuYkK7u8C2dg","꽃핀","20","20.18.05","꽃핀|샌드박스|꽃돼핀지|네이버실검|김진우|김똘복|김뿡|김보미|나나양","335390","8545","97","1170","https://i.ytimg.com/vi/LvM3bfYtiP8/default.jpg","False","False",":::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　✿ 꽃피는 생방송 : https://www.twitch.tv/cherrypach✿ 꽃핀 후원하기】 https://goo.gl/sS4TGb　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::"
"Gb1RibwgcQU","과나 포차","2020-05-18T03:52:10Z","UCZVD--cl8FLRn7kmSudAuBA","과나gwana","24","20.18.05","쌍갑포차|안주요리|안주","156724","13823","63","3427","https://i.ytimg.com/vi/Gb1RibwgcQU/default.jpg","False","False","포차안주 3가지를 만들었습니다. 요리법↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓========================================================육수 ========================================================소주반병 물 1.5L   바지락 200g건홍합 2술 청양고추1개 파 반개 무 200g ========================================================1.바지락은 해감합니다. 2.파는 삼등분,청양고추는 세로로 절반 , 무는 1cm정도 두께로 썰어둡니다.  3.냄비에  모든 재료를 넣고 중불에 한시간 끓입니다. 4.체에 거르고,  홍합과 바지락은 살을 발라 다져둡니다.========================================================바지락 국물 계란찜 ========================================================육수 낼때 다진 바지락육수450ml 소주 1/4병계란2개 간장반술 식초반술 소금한꼬집 새우젓국물 2술다진청양고추1술 쪽파 반컵 ========================================================1. 육수150ml ,계란2개 ,간장반술 ,소금 한꼬집 ,소주한술 을 섞고 체에 걸러 냅니다. 2. 그릇에 참기름을  고루 발라준뒤 1.을 넣고 알루미늄 호일로 뚜껑을 만들어 덮습니다.   3. 냄비에 그릇이 반쯤 잠길정도로 물을 얕게 넣고 , 2.를 넣고, 중불로 가열합니다. 4.물이 끓어오르기 시작하면 약불로 줄이고 냄비 뚜껑을 덮고 15분 가열하면 계란찜 완성입니다. 5. 팬에 기름을 1술 두르고  중약불로 다진 바지락, 다진 마늘 한술을 볶습니다. 6. 다진마늘이 익어가면 소주 1/4병 , 육수 300ml,  물150ml ,새우젓국물 2술을 넣고서 중불~센불로 끓여 줍니다. 7. 5분정도 끓인뒤 소금,후추로 간을 맞추고 불을 끕니다. 8.쪽파 반컵, 다진 청양고추 한술, 식초 반술을 넣고 섞어주면 국물완성입니다. 9. 계란찜 가장자리를 젓가락으로 살살 훑어  접시에 뒤집어 올립니다. 10.국물을 붓고, 실고추를 올리면 완성입니다.  ================================================================================================================불 돼지 강정========================================================앞다리살350g 육수 100ml땅콩 취향껏 깻잎 취향껏 다진 청양고추2개  건고추 4개 다진생강 다진마늘 1술 다진파 1컵 매운고춧가루4술 소금 1/4술 후추 카레가루 1/3술간장 3술 굴소스 2술설탕 2술케첩 1.5술 고추장 1술 물엿 4술 ========================================================1.앞다리살 350g을 한입크기로 썰어 둡니다. 2. 썰어둔 고기에 소금 1/4술  ,후추 1/3술, 생강 1/2술,카레가루  1/3술, 소주 두잔을 넣고 잘 주물러 버무린뒤 냉장고에서  30분에서 1시간정도 재워 둡니다. 2. 건고추 4술,굴소스 2술 ,간장 3술, 설탕 2술, 케첩 1.5술,  고추장 1술,  매운 고춧가루4술  물엿 4술 ,다진파 한컵 ,후추  1/2, 다진마늘 1술 ,물100 , 육수100를 팬에 넣고 중불로 끓입니다. 3. 원하는 농도가 나오면 불을 끄고 다진 청양고추 2개를 섞으면 소스 완성입니다. 4.2.에 감자전분 1 ~ 1.5컵을 넣고 버무립니다. 5.180도 기름에  두번 튀깁니다. 6. 땅콩도 튀깁니다.  7. 튀긴 돼지고기와 소스를 잘 섞어 버무립니다.8. 그릇에 7.을올리고 얇게썬 깻잎, 튀긴 땅콩, 고추기름 한술을 뿌리면 완성입니다. ===================================================================================================================북어 크림 리소토 ========================================================북어  20g 김치 50g  육수 낼때 다진 홍합 양파 반개 다진마늘 1술 홍고추 소량돌나물 소량 파슬리 소량 찬밥200g 육수 200우유 200 크림 100 모짜렐라 치즈 취향껏 치킨스톡 1술 설탕 1/4술김치국물 1술 ========================================================1. 북어를 물에 1분~2분 불립니다. 2.물에 불린 북어, 김치, 양파를 최대한 잘게 다지고,  다진 홍합, 다진마늘 1술, 김치국물 1술, 치킨스톡1술 설탕1/4술과 섞습니다.   3. 팬에 기름을 2술 두르고 2.를 넣고 중불로 볶습니다.4. 양파가 어느정도 익으면 육수200ml를 넣습니다. 5. 수분이 자작해지면 밥과 우유, 크림을 넣고 불을 중약불로 줄입니다. 6. 적당한 농도가 되면 불을 끄고 그릇에 담습니다. 7. 파슬리, 치즈, 돌나물, 홍고추를 올려주면 완성입니다. ========================================================※ 본 영상은 JTBC의 지원을 받아 제작된 컨텐츠 입니다."
"HQQE81SgZqM","숨바꼭질 도중에 집으로 가버리기ㅋㅋㅋ","2020-05-17T10:15:00Z","UCzRDCwJdqSSRwI4BgojVkIw","핫소스","22","20.18.05","핫소스|웃긴영상|예능|유머|장난|몰래카메라|보물섬|더블비|양팡|Hidden Cam|시트콤|추억의 놀이|숨바꼭질","315341","7973","139","1328","https://i.ytimg.com/vi/HQQE81SgZqM/default.jpg","False","False","#핫소스 #웃긴영상 #예능음뫄!핫소스!숨바꼭질 도중에 집으로 가버리기ㅋㅋㅋ좋아요&구독&알람설정!인스타주소@apnalchangchangkimseoneung 김선응@hyoja94 송형주비즈니스 문의 -seoneunga1@naver.com"
"sEoF2oIcjBs","[놀면뭐하니? 예고] 놀면뭐하니를 찾아온 댄스 레전드 비! (feat. 깡)","2020-05-14T17:08:48Z","UCx6jsZ02B4K3SECUrkgPyzg","놀면 뭐하니?","24","20.18.05","유재석|김태호|무한도전|유플래시|유산슬|뽕포유|라섹|유르페우스|놀면 뭐하니|놀뭐|무도|비|댄스 레전드|혼성 댄스 그룹|90년대|가요|깡|껑|비 깡","2411664","29418","747","9196","https://i.ytimg.com/vi/sEoF2oIcjBs/default.jpg","False","False","[놀면 뭐하니?]  토요일 저녁 6시 30분 방송!"
"dVHe3spqlCs","[풀버전]5·18 민주화운동 40주년 기념식 ; 문재인대통령 '오월정신은 우리 모두의 것'","2020-05-18T02:39:50Z","UCRvrYUbatHPDc-snY-jCG0A","광주MBC","25","20.18.05","광주MBC|광주|전라남도|전남|전남 광주|방송|광주mbc|엠비씨|광주엠비씨|518|518민주화운동|광주민주화운동|광주518|문재인대통령|문재인대통령기념사","25953","1530","73","102","https://i.ytimg.com/vi/dVHe3spqlCs/default.jpg","False","False","지난 1997년 정부 기념일로 지정된 이후 처음으로5·18 항쟁 현장인 옛 전남도청 앞에서 열린 기념식입니다.40주년을 맞아 문재인 대통령이 보내는 메시지는?  ✔️일시 : 2020년 5월 18일 오전 10시✔️장소 : 광주 5·18 민주광장 (옛 전남도청)#민주화운동 #옛전남도청 #광주오일팔"
"iK3kwZY6epY","자간을 물리치는 가은｜10화 하이라이트｜신비아파트 고스트볼 더블X : 6개의 예언｜투니버스","2020-05-15T01:00:10Z","UCoHsxU1eDWHom6D7Fce6kLA","신비아파트 공식 채널","1","20.18.05","신비아파트|신비아파트고스트볼X의탄생|고스트볼X의탄생|고스트볼X|신비아파트두번째이야기|고스트볼의비밀|신비아파트예고|신비아파트극장판|신비|금비|강림|최강림|하리|구하리|두리|리온|아이기스|퇴마|귀신|신비아파트귀신|투니버스|tooniverse|shinbi|thehauntedhouse|고스트볼더블X|예언|신비시즌3|신비아파트3|신비아파트 시즌3|자간|연금술사|가은과거|가은전생|박쥐|뱀파이어|황금박쥐|자간가은|가은자간|샤를리엔","795637","6995","561","1769","https://i.ytimg.com/vi/iK3kwZY6epY/default.jpg","False","False","신비아파트 고스트볼 더블X : 6개의 예언10화 하이라이트 : 자간을 물리치는 가은세피르 카드의 힘✨리온이의 공격도 잘 들어가지 않는 자간!자간을 막을 수 있는 건 가은이 뿐?!🔥신비아파트 고스트볼 더블X : 6개의 예언🔥매주 목요일 저녁 8시 투니버스 본방송!신비아파트 본방사수하고신비아파트 공식 앱에서 퀴즈쇼 참여하고 선물도 놓치지 말기🎁#신비아파트 #고스트볼더블X #자간"
"ccfdx_gelEw","냉동생선 해동없이 바로 굽는 특급비법","2020-05-17T11:50:55Z","UCzcDD6vRfq25Cdo4w6nw7vw","코코네","26","20.18.05","코코네|생선|냉동생선|냉동생선굽는법|냉동생선맛있게굽는법|냉동생선해동없이굽는법|냉동생선굽는비법|해동없이냉동생선굽는법|요리꿀팁|요리노하우|생선맛있게굽는법|요리비법|꿀팁|생활정보","121430","3151","63","117","https://i.ytimg.com/vi/ccfdx_gelEw/default.jpg","False","False","꽁꽁 언 생선을 해동없이 바로 구워도절대 태우지 않는 비법#냉동생선해동없이굽는법 #해동없이냉동생선굽는법 #생선맛있게굽는법"
"1mhBrhhbEE0","송가인, 알고보니 주사 끝판왕(?) [외식하는 날 2]","2020-05-17T12:00:00Z","UCvScwMohFiJBebbQ8i5heHQ","SBS FiL [에스비에스 필]","24","20.18.05","SBSFiL|외식하는날2|먹방|맛집|요리|토크|쿡방|예능|외식|미식가|대식가|먹신|eating|mukbang|kang ho dong|Hong Hyun hee|강호동|홍현희|송가인|홍윤화|고기|조유아|서진실|Song Gain|곱창|닭볶음탕|치킨|포차|헌팅|주사|미스트롯","94565","1472","42","60","https://i.ytimg.com/vi/1mhBrhhbEE0/default.jpg","False","False","[외식하는 날 시즌2]스타들의 외식 문화를 관찰하고 참견해 보는 대한민국 유일무이한 프로그램!“스타들의 외식 생활 훔쳐보기” #외식하는날2 #송가인 #포차의기억"
"m_6jEQ0aafc","민식이 부모의 거짓말","2020-05-16T15:58:25Z","UChtCk_buYtrLlwakVA6QMPg","얼음사이다","25","20.18.05","[none]","175652","8964","329","1620","https://i.ytimg.com/vi/m_6jEQ0aafc/default.jpg","False","False","민식이 부모의 거짓말얼음사이다 멤버십 가입https://www.youtube.com/channel/UChtCk_buYtrLlwakVA6QMPg/join본 채널은 자유, 시장경제, 이성과 상식이 살아숨쉬는 바른 대한민국을 지향합니다. 시청자분들의 작은 도움이, 이 땅에 바른 목소리를 세우는데 큰 힘이 됩니다"
"Pgu40VDBEQ4","민식이 부모가 7억을 요구한 진짜 이유 ㄷㄷㄷ","2020-05-17T01:00:05Z","UC3J4Xfo5S2dz4OyymYC_AoQ","활력소TV","25","20.18.05","[none]","52398","1245","153","449","https://i.ytimg.com/vi/Pgu40VDBEQ4/default.jpg","False","False",""
