video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"U08OSl3V4po","NCT 127 엔시티 127 'Punch' MV","2020-05-19T15:00:14Z","UCEf_Bc-KVd7onSeifS3py9g","SMTOWN","10","20.22.05","[none]","8072109","1113565","15488","257671","https://i.ytimg.com/vi/U08OSl3V4po/default.jpg","False","False","NCT 127's 2nd Album Repackage 'NCT #127 Neo Zone: The Final Round' is out!Listen and download on your favorite platform: https://nct127.lnk.to/neozonedeluxe[Tracklist]01 Punch02 NonStop03 서곡 (序曲; Prelude)04 영웅 (英雄; Kick It)05 꿈 (Boom)06 낮잠 (Pandora's Box)07 Day Dream (白日夢)08 너의 하루 (Make Your Day)09 Interlude: Neo Zone10 뿔 (MAD DOG)11 Sit Down!12 메아리 (Love Me Now)13 우산 (Love Song)14 백야 (White Night)15 Not Alone16 Dreams Come True17 Elevator (127F)NCT 127 Officialhttp://nct127.smtown.comhttp://www.youtube.com/nct127http://www.youtube.com/nctdailyhttp://www.facebook.com/NCT127.smtownhttp://www.instagram.com/nct127http://twitter.com/NCTsmtown_127#NCT127 #Punch #NeoZone_TheFinalRoundNCT 127 엔시티 127 'Punch' MV ℗ SM Entertainment"
"MwqY1ffTaJc","[놀면 뭐하니?] 김태희 ♡ 비 부부도 함께 즐기는 1일 1깡 20200516","2020-05-16T10:54:25Z","UCiBr0bK06imaMbLc8sAEz0A","MBCentertainment","24","20.22.05","깡|토요예능|놀면뭐하니|유재석|비|댄스음악|여름음악|콜라보|혼성그룹|레인","913770","7926","152","1546","https://i.ytimg.com/vi/MwqY1ffTaJc/default.jpg","False","False","★★★More 'How Do You Play' clips are available★★★iMBChttp://www.imbc.com/broad/tv/ent/hangoutwithyoo/vod/WAVVEhttps://www.wavve.com/player/vod?contentid=M_1004711100012100000.1&onair=n&order=new&page=2&programid=M_1004711100000100000"
"lDoKXcGcUB4","미스터트롯 Top6의 시작은 '전국 노래자랑'~🎤떡잎🌱부터 남달랐던 미스터트롯 TOP6의 과거 출연영상 모아보기✨ [대케가수]","2020-05-18T08:45:45Z","UCUnSdg6_nmdhh2fXjsNqTXg","KBS대전","10","20.22.05","대전|KBS|KBS대전|세종|충남|편성|프로그램|제작|kbs|대전시|대전광역시|충청남도|세종특별시|전국노래자랑|미스터트롯|트롯|영트롯|트로트|장민호|임영웅|이찬원|영탁|정동원|김희재|일소일소일노일로|네가왜거기서나와|미운사내|청춘고백|꿈속의사랑|짝사랑|송해|보릿고개|나그네설움|사랑해누나|돌리도|불후의명곡|미스트롯|색소폰|무대|레전드무대|공연모음|대케가수","547212","13716","560","1090","https://i.ytimg.com/vi/lDoKXcGcUB4/default.jpg","False","False","미스터트롯이 KBS에 떴다! 'KBS 불후의 명곡-송해가요제' !5월 28일 저녁 6시 본방사수!그전에!본방 보기 전 과거 영상 복습은 필수죠?✊💖송해 선생님을 거쳐간미스터트롯 TOP 6의 🌱풋풋한🌱 시절을 돌아보아요~~🎤임영웅 /일소일소 일노일로/🎤영탁 /네가 왜 거기서 나와/🎤이찬원 /미운 사내 (+청춘고백, 꿈 속의 사랑, 짝사랑)/🎤정동원 /보릿고개 (+ 나그네 설움)/🎤장민호 /사랑해 누나/🎤김희재 /돌리도/"
"N48TVBc5AzQ","(몰카) 미녀 개그우먼들 휴지로 만든 주차선에 주차시키고 단속시켰을때 반응ㅋㅋㅋ간절함ㅋㅋㅋ","2020-05-20T03:00:17Z","UCivkx6YelDqDz25bxVUPF6A","당황TV","24","20.22.05","몰카|몰래카메라|웃긴영상|개그우먼 몰카|개그맨 몰카|당황TV|자동차 몰카|미녀 몰카|주차 몰카|낄낄상회|코믹마트","191267","1984","197","255","https://i.ytimg.com/vi/N48TVBc5AzQ/default.jpg","False","False","#박소영#장하나#몰카#자동차 몰카"
"ctY_r-Pz-_A","[인간극장] 휴게소가 너무 가고싶은 정동원","2020-05-21T02:41:33Z","UCDdtq91zPKK6urACRvsX4Mg","케비넷 [KBS청주]","24","20.22.05","미스터트롯|인간극장 정동원|정동원 인간극장|트로트신동|정동원 여백|정동원","106994","2282","44","112","https://i.ytimg.com/vi/ctY_r-Pz-_A/default.jpg","False","False","💕충북 괴산군 홍보대사 정동원 💕     자랑스런 충북 사랑해요 충북트롯천재 동원이가 참지 못하는 건 단 하나 화장실..!!!"
"r_ibBlYMdoU","[선공개]이혼 후에도 ＂자기야?!＂ 선우은숙&이영하, 13년 만에 방송 첫 동반 출연!","2020-05-20T09:35:37Z","UCYyLIlOJyqkAFKlVjzX5img","MBN Entertainment","24","20.22.05","선우은숙|이영하|이혼|결혼|부부|재결합|아들|며느리|손주","403429","1256","133","139","https://i.ytimg.com/vi/r_ibBlYMdoU/default.jpg","False","False","[선공개]이혼 후에도 ＂자기야?!＂ 선우은숙&이영하, 13년 만에 방송 첫 동반 출연!"
"uIecM1v8mrQ","거짓말과 진실 사이 [일진에게 찍혔을 때2] EP15 | 일찍2 | ENG SUB","2020-05-21T09:00:32Z","UCybPxZoFDPR1qbN04daAc2g","콬TV","24","20.22.05","콬TV|웹드라마|웹드|일찍|일진에게찍혔을때|좋맛탱|7일만로맨스|오피스워치|사먼의가|일찍2|지현호|김연두|강율|이은재|강아훈|금동현|프듀|프듀X|엑스원|미연시|하이틴|서주호|류설|왕따|여우|커플","268943","18438","163","6226","https://i.ytimg.com/vi/uIecM1v8mrQ/default.jpg","False","False","진실이 밝혀지고, 내 학교생활도 끝이 났다거짓말 했다가 탈곡기 수준으로 탈탈 털림ㄷㄷㄷ9:09 와 식겁함🙊승현이가 한 건 했다![일진에게 찍혔을 때2] EP15#일찍2 #지현호 #김연두 #최승현 #강아훈 #윤아라 [원작] 데이세븐 : 일진에게 찍혔을 때골든차일드 - Love Shaker (Sung by Y, 승민, 주찬)💙다음 화를 먼저 볼 수 있는 VLIVE 👉🏻 https://bit.ly/BM2_16-구독, 알림 설정해두면 콬드라마 빠르게 볼 수 있대요 ✍️콬TV 구독하기 👉 http://bit.ly/KOK_Subscribe-V Live ❤️ http://bit.ly/KOK_vliveNaver TV 🧡 http://bit.ly/KOK_navertvFacebook 💛 http://bit.ly/KOK_facebookInstagram 💚 http://bit.ly/KOK_insta일진 원작 시즌3 오픈! 👉🏻https://go.onelink.me/IBsC/54d19c33웹드 일찍2와 함께 즐기기 딱 좋은! 일진 시리즈 게임의 최신작 [일진에게 빠졌을 때 시즌3]지금 '스토리픽'에서 일진이들의 1:1 프라이빗한 사생활을 공략하세요♥"
"48N1aavLjPI","[골라봐야지][ENG] 1일 7깡 하다가 지루할 때 쯤 보러오세요(?) 춤 잘 추는 비(Rain) 모음 #아는형님 #JTBC봐야지","2020-05-18T09:01:28Z","UCF3UEVPt5zZTlBVJwDG317g","JTBC Voyage","24","20.22.05","JTBC봐야지|JTBC voyage|아는형님|아형|knowing bros|비|rain|정지훈|Jung ji hoon|영상|편집영상|입덕영상|레전드|비 레전드|비 춤|춤|비 퍼포먼스|퍼포먼스|깡|비 깡|깡코인|레인이펙트|나비효과|김태희|태양을 피하는 방법|나쁜 남자|최고의 선물|1일 3깡|식후깡|1일 7깡|rain effect|비효과|남자솔로|댄스|박진영|jyp|춤비교|춤선","1485429","16628","406","3534","https://i.ytimg.com/vi/48N1aavLjPI/default.jpg","False","False","스리슬쩍 탑승해보는 깡 코인,,^^,, 언제 어디서나 화려한 조명이 감싸지 않아도열정 가득 진심으로 춤추는 rain_oppa 모음..♡[JTBC봐야지] 구독하기☞ http://bitly.kr/VgFZ3------------------------------------------------------* 영상 속 프로그램은?【아는 형님｜Knowing Brothers】http://bit.ly/2VuTtho------------------------------------------------------"
"mC2elNB-XyA","미스터트롯 X 송해 3탄♥ 트로트 빛내는 보물들아 대세 행보 가즈아~!! #임영웅 #영탁 #장민호 #김경민 #김수찬 #남승민 [대케가수]","2020-05-20T10:14:57Z","UCUnSdg6_nmdhh2fXjsNqTXg","KBS대전","24","20.22.05","대전|KBS|KBS대전|세종|충남|편성|프로그램|제작|kbs|대전시|대전광역시|충청남도|세종특별시|전국노래자랑|미스터트롯|트롯|영트롯|트로트|장민호|임영웅|이찬원|영탁|정동원|김희재|일소일소일노일로|네가왜거기서나와|미운사내|청춘고백|꿈속의사랑|짝사랑|송해|보릿고개|나그네설움|사랑해누나|돌리도|불후의명곡|미스트롯|색소폰|무대|레전드무대|공연모음|대케가수|김경민|김수찬|남승민|trot|k trot","101539","2774","106","157","https://i.ytimg.com/vi/mC2elNB-XyA/default.jpg","False","False","여러분의 성원에 힘입어 미스터트롯 X 송해 3탄을 준비했습니다~~!미스터트롯맨과 함께하는 특집 ‘송해가요제’ 🎺기다리기가 아쉽다면?! 先 구독하고 가세요~/임영웅-엘리베이터//영탁-네가 왜 거기서 나와//장민호-7번 국도//김경민-간다 간다//김수찬-사랑의 해결사//남승민-님의 등불, 당신은 바보야/KBS 대전http://daejeon.kbs.co.kr/KBS대.세.남 뉴스https://www.youtube.com/channel/UCGNza5Bq2fQFYquMgd9CeHg 대케 KBS대.세.남https://www.youtube.com/channel/UCUnSdg6_nmdhh2fXjsNqTXg"
"ogQRnF8-FUU","[5/20]유은혜,김준형,기모란,홍순탁,류밀희,윤성은,최광희,장항준│김어준의 뉴스공장","2020-05-20T02:00:12Z","UC5HSw5OY2vfVFSihpiB-AVQ","TBS 시민의방송","25","20.22.05","TBS|김어준|뉴스공장|5.18|긴급재난지원기금|코로나|한만호|정의연|정의기억연대|재난지원금|백신","468817","27363","758","562","https://i.ytimg.com/vi/ogQRnF8-FUU/default.jpg","False","False","[TBS 유튜브(수) 생방송]▶7시 6분 : 김어준의 뉴스공장 ▶9시 :골방라이브 유튜브ver. ▶10시 :더 룸 -5월 20일 (수) 김어준의 뉴스공장-◎ 1부[이 정도는 알아야 할 아침 뉴스]- 류밀희 기자 (TBS)[인터뷰 제1공장] -전화연결고3 등교수업 시작, 달라지는 학교생활 “학교 내 학생들 최대한 분산시킬 것”- 유은혜 부총리 (사회부총리 겸 교육부장관)◎ 2부[인터뷰 제2공장]코로나19 백신 전쟁 속 美, 백신 무기화할까...‘오바마게이트’ 외치는 트럼프의 대선 전망은- 김준형 원장 (국립외교원)[인터뷰 제3공장] 전 세계 코로나19 백신 개발 전쟁 “국제적 공조와 ‘백신주권’ 함께 가야”- 기모란 교수 (국립암센터대학원 예방의학과)◎ 3부[인터뷰 제4공장] 참여연대, ‘6대 혐의’ 수사 촉구 “이재용 부회장의 승인·지시 여부 반드시 밝혀내야”-홍순탁 회계사 (참여연대)◎ 4부[영화공장]‘역사적 실화 바탕 영화’, 놓쳐선 안 될 베스트 7- 윤성은 영화평론가- 최광희 영화평론가- 장항준 영화감독----------------------------------------------▶TBS 유튜브 구독 http://j.mp/MyLoveTBS▶TBS 페이스북 https://facebook.com/mylovetbs▶TBS 카카오스토리 https://story.kakao.com/ch/seoultbs▶TBS 인스타그램 https://instagram.com/seoultbstv▶TBS 트위터 https://twitter.com/seoultbstv▶TBS 홈페이지 http://tbs.seoul.kr/▶TBS 유튜브 커뮤니티 http://bit.ly/2EaWnQp"
"mu4cRi6hJsA","제-재의 앙숙 케미 모음.ZIP 2탄《런닝맨 / 예능맛ZIP / RunningMan 》","2020-05-21T02:41:16Z","UCaKod3X1Tn4c7Ci0iUKcvzQ","SBS Running Man","24","20.22.05","런닝맨|이광수|SBS|sbs|Entertainment|running man|runningman|Kim Jong Kook|Lee Kwang Soo|Ji Seok Jin|Yoo Jae Suk|Song Ji Hyo|Haha|Gary|Yang Se Chan|Jeon So Min|유재석|김종국|지석진|송지효|하하|개리|양세찬|전소민|chạy đi chờ chi|에피소드|모음집|모음|이름표|이름표 떼기|꿀잼|모먼트|레전드|예능|유재석 모음집|mc|제시","199084","5066","62","543","https://i.ytimg.com/vi/mu4cRi6hJsA/default.jpg","False","False","제-재의 앙숙 케미 모음.ZIP 2탄《런닝맨 / 예능맛ZIP / RunningMan 》#예능맛ZIP #런닝맨 #Runningman"
"bYbOZNxCZ3s","탄이가 드디어 밀키와 광복이를 만났어요!!","2020-05-20T10:00:30Z","UCP1CQH2PVJv4-glNTuVJl3g","밀키와 복이MilkyBoki","15","20.22.05","밀키와 복이|MilkyBoki|강아지|고양이|puppy|cat|Anak anjing|Kucing|पिल्ला|बिल्ली|cute|사모예드","914122","71466","394","6190","https://i.ytimg.com/vi/bYbOZNxCZ3s/default.jpg","False","False","#MilkyBoki#밀키와복이시청해주셔서 감사합니다!- 자막 작성자(중국어) / Chinese caption : Jenny Chen▶ Profile묘종 : 노르웨이 숲 고양이이름 : 광복이성별 : 수컷생년월일 : 2018.08.15 ▶ Profile견종 : 사모예드 이름 : 밀키성별 : 수컷생년월일 : 2018.12.03▶ Profile묘종 : 코리안 숏헤어 이름 : 탄이성별 : 수컷생년월일 : 2020년 4월 말 추정▶ ProfileName :  Gwang BokType : Norwegian ForestSex : maleBirth : 15.08.2018▶ ProfileName : MilkyType :  SamoyedSex : maleBirth :  03.12.2018▶ ProfileName : TanType :  Korean short hairSex : maleBirth :  Late April, 2020(estimate)"
